CASENO,D,Document Name,MediaType,quote_start,quote_end,start_time,end_time,SY,SX,EY,EX,DG_Imported survey data,DG_What is your ethnicity?::Hispanic or Latino,DG_What is your ethnicity?::Non-Hispanic or Latino,DG_What is your racial background?::American Indian or Alaska Native,DG_What is your racial background?::Asian,DG_What is your racial background?::Black or African American,DG_What is your racial background?::More than one race,DG_What is your racial background?::Native Hawaiian or Other Pacific Islander,DG_What is your racial background?::Other/I'll type it below,DG_What is your racial background?::White,DG_Which of the following most accurately describes you?You may choose more than one.::Female,DG_Which of the following most accurately describes you?You may choose more than one.::I prefer not to say,DG_Which of the following most accurately describes you?You may choose more than one.::I'll type it below,DG_Which of the following most accurately describes you?You may choose more than one.::Intersex,DG_Which of the following most accurately describes you?You may choose more than one.::Male,DG_Which of the following most accurately describes you?You may choose more than one.::Non-binary,Are you planning on going into a career in the geosciences after you graduate? Please explain.,Awareness of geoscience,Burnout,Career development activities,Connection/love of nature,Course selection,Covid-19 impacts,Cultural differences,Department academics,Department culture,Department funding,"Did you ever consider leaving your geoscience major? If so, why?","Did you switch from a different major into your geoscience major? If so, what was your original major and why did you choose geoscience?",Effective instruction,Encounters with ageism,Encounters with homophobia,Encounters with racism,Encounters with sexism,Engaging geoscience course content,Ethnic cultural values and socialization,Extracurricular activities,Family commitments,Family support,Field experiences,Fiscal abilities,Geoscience culture,Geoscience internships,Geoscience job market,Geoscience self-efficacy,Helping others,"If there are any other aspects of your identity you would like to share, please add it below:","If you would like to discuss any of your answers, you may do so below:",Imposter syndrome,Indigenous knowledge,Interest,Introductory Geoscience,Knowledge of geoscience careers,Lab/reading groups,Math self-efficacy,Mental health,Mentors,Outdoor experiences,Outdoors work,Peer support,Personal characteristics,Physical accessibility,Protecting the environment,Remote modality,Representation in faculty and staff,Required geoscience courses,Required STEM courses,Research experiences,Respect from professors,Role models,Salary,Sense of belonging,Sentiment: Negative,Sentiment: Positive,Teaching experiences,Travel,"Were there any important aspects of your experience as a geoscience major that were not listed above? If so, please describe them.",What was the main reason you chose your geoscience major?,You may also state your gender identity in your own words below:,You may also state your racial/ethnic identity in your own words below:,CG_Codes from Survey
Q25_3,25,Case 25,text,369,373,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q25_4,25,Case 25,text,470,567,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q25_5,25,Case 25,text,700,832,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Q25_6,25,Case 25,text,899,942,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Q26_1,26,Case 26,text,58,69,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Q26_2,26,Case 26,text,136,139,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Q26_3,26,Case 26,text,278,281,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q26_4,26,Case 26,text,378,393,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q26_5,26,Case 26,text,526,538,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Q27_1,27,Case 27,text,58,148,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Q27_2,27,Case 27,text,215,385,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Q27_3,27,Case 27,text,524,706,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q27_4,27,Case 27,text,803,933,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q27_5,27,Case 27,text,1066,1248,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Q28_1,28,Case 28,text,58,103,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Q28_2,28,Case 28,text,170,252,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Q28_3,28,Case 28,text,391,535,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q28_4,28,Case 28,text,632,825,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q28_5,28,Case 28,text,958,1052,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Q28_6,28,Case 28,text,1148,1162,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q29_1,29,Case 29,text,71,226,,,,,,,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Q29_2,29,Case 29,text,286,380,,,,,,,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Q29_3,29,Case 29,text,447,491,,,,,,,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Q29_4,29,Case 29,text,688,706,,,,,,,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q29_5,29,Case 29,text,803,1053,,,,,,,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q29_6,29,Case 29,text,1186,1398,,,,,,,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Q29_7,29,Case 29,text,1465,1475,,,,,,,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Q29_8,29,Case 29,text,1549,1561,,,,,,,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Q29_9,29,Case 29,text,493,549,,,,,,,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q30_1,30,Case 30,text,58,97,,,,,,,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Q30_2,30,Case 30,text,164,213,,,,,,,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Q30_3,30,Case 30,text,352,353,,,,,,,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q30_4,30,Case 30,text,450,482,,,,,,,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q30_5,30,Case 30,text,556,579,,,,,,,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Q30_6,30,Case 30,text,675,681,,,,,,,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q31_1,31,Case 31,text,58,282,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Q31_2,31,Case 31,text,349,433,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Q31_3,31,Case 31,text,530,768,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q32_1,32,Case 32,text,58,140,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Q32_2,32,Case 32,text,207,325,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Q32_3,32,Case 32,text,464,593,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q32_4,32,Case 32,text,690,752,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q32_5,32,Case 32,text,885,1023,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Q32_6,32,Case 32,text,1119,1123,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q33_1,33,Case 33,text,58,168,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Q33_2,33,Case 33,text,235,236,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Q33_3,33,Case 33,text,375,376,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q33_4,33,Case 33,text,473,522,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q33_5,33,Case 33,text,655,863,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Q34_1,34,Case 34,text,71,147,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q34_2,34,Case 34,text,207,317,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Q34_3,34,Case 34,text,384,467,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Q34_4,34,Case 34,text,684,828,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q34_5,34,Case 34,text,925,1018,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q34_6,34,Case 34,text,1151,1295,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Q34_7,34,Case 34,text,122,147,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q34_8,34,Case 34,text,71,120,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q34_9,34,Case 34,text,469,545,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q35_1,35,Case 35,text,58,111,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Q35_2,35,Case 35,text,178,243,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Q35_3,35,Case 35,text,382,521,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q35_4,35,Case 35,text,618,766,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q35_5,35,Case 35,text,899,902,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Q36_1,36,Case 36,text,58,124,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Q36_2,36,Case 36,text,191,192,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Q36_3,36,Case 36,text,331,332,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q36_4,36,Case 36,text,429,562,,,,,,,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
